review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
1394,5,"3 stays feel compelled write review, time stay lenox visit wonderful, visit august 2002 night, returned oct 2003 week, visit week july 4th 2005. visits felt compelled write review, wrote read previous ones, true, looking modern hotel skip, old hotel charming tons character, lobby gorgeous rooms stay",positive,positive,not_mentioned,positive,not_mentioned,0.9,0.95,0.0,0.95,0.0,beds comfortable rooms clean,staff helpful kind,,location perfect block t stop close best shopping,
4124,5,"awesome beautiful hotel great vacation, just got amazing stay el san juan hotel casino 5 nights, place amazing, pretty snobby traveler high standards quality hotels bars restaurants, not understanding people thinking ca n't hotel good remarks, honestly nothing bad say place stayed tuesday july 1st s",positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.9,0.0,0.0,0.0,0.0,bed comfortable tiles floor nice furniture nice bathroom big modern fixtures granite countertops,,,,
2350,5,"fabulous service unbeatable location foremost service new york palace fabulous, concierge laundry service staff helpful efficient friendly feel home, housekeeping staff wonderful, enjoyed nightly turn service exceptionally clean room bathroom, needed ask needs met quickly smile.our room 20th floor o",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.95,0.95,0.0,0.0,0.0,enjoyed nightly turn service exceptionally clean room bathroom,"concierge laundry service staff helpful efficient friendly feel home, housekeeping staff wonderful, needed ask needs met quickly smile",,,
4389,5,"sweet worth small place close want old hats paris, staff speak english speak french speak poorly, amex floor return no better place stay paris, n't forget toss crumb birds breakfast,  ",not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,0.0,0.7,0.0,0.0,0.0,,staff speak english speak french speak poorly,,,
16430,5,"great hotel beware banana skins, best hotels stayed fiat hotel turin race track roof better not central centrally located close mian metro station shimbashi 5 minutes walk main shopping area ginza.secondly got large rooms appointed generously sized bathroom bidet toilet beware thirdly staff hotel st",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.95,0.0,0.9,0.0,,"staff just waiting chance serve way difficult key reception bell boys intercepted taken key reach desk, breakfast guide seat pull chair/table immediately order start bring ing food 2 minutes",,centrally located close mian metro station shimbashi 5 minutes walk main shopping area ginza,
8540,5,"beautiful hotel river view hotel wife accross river, building farthest right,  ",not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.0,0.0,0.0,0.0,0.0,,,,,
19142,5,"best place stay beijing, husband booked hotel based wonderful reviews t.a, not disappointed, asked hotel send directions chinese helpful taxi driver, hotel not easy drivers, arrived late 11pm check-in went smoothly, asked like pay breakfast upgrade declined upgraded free, staff spoke excellent engli",positive,positive,not_mentioned,positive,neutral,0.9,0.95,0.0,0.9,0.7,"room comfortable spacious, bathroom large modern","staff spoke excellent english huge benefit not know mandarin chinese, fact staff wonderful bellboys doormen waitresses lounge",,hotel great location easy walk forbidden city,"notes took 5 different taxis 3 good 2 tried advantage, taxi though"
17399,5,"amazingly quiet considering firstly not cheap hotel london decent, stayed suite 2 nights impressed quality room, lovely beds suprisingly quiet given close action central london, come home late friday saturday night streets hotel make wonder going sleep, amazing quiet street, bar gets busy half attra",positive,not_mentioned,not_mentioned,positive,not_mentioned,0.9,0.0,0.0,0.8,0.0,impressed quality room,,,close action central london,
2882,5,"wonderful vacation, reading reviews bavaro princess 6 months, nervous book vacation lot reviews not good, took advice friend went year ago said resort excellent said love, husband stayed bavaro april 16-23rd flew sunwing, flight problem week delayed 8 hours leaving mechanical problems, 2 hour bus ri",positive,positive,positive,neutral,not_mentioned,0.95,0.9,0.9,0.7,0.0,rooms clean cleaning staff everyda,resatuarants better staff make feel pampered,def reccommend getting upgrade does unlimited internet,2 hour bus ride la romano airport resort did make long day,
7042,5,"terrific went honeymoon, fantastic, beautiful, workers friendly helpful bartender bought english-spanish dictionary clean, pools beautiful, pictures taken miguel pumerejo painted pictures unbelievable took 200 pictures 10 pictures painted yes cost 800 dollars let tell beautiful pictures seen life, t",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.8,0.95,0.0,0.0,0.0,clean,workers friendly helpful bartender bought english-spanish dictionary,,,
16835,5,"definitely stay great hotel, rooms large asian standards clean, rooms look better official photos, rooms designed lot convenient little details, japan n't believe disposable slippers, reusable sanitized slippers.staff polite helpful, english good better hotel stayed ikebukuro.good location, subway 5",positive,positive,not_mentioned,positive,not_mentioned,0.95,0.95,0.0,0.95,0.0,rooms large asian standards clean,"Staff polite helpful, english good better hotel stayed ikebukuro.",,"good location, subway 5 min foot key lines ginza shinjuku",
2399,5,"mark twain recommended, just drove fresno ca 3.5 hr drive san francisco, tired checked mark twain greeted warm professional approach, staff expedient having checked rooms exhausted time stood desk personnel major plus sleep time, know mean relax time, ive noticed service par mark twain manager mr. j",not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,0.0,0.95,0.0,0.0,0.0,,"greeted warm professional approach, staff expedient having checked rooms exhausted time stood desk personnel major plus sleep time, ive noticed service par mark twain manager mr. jake treated family service havent seen long time, service-excellent",,,
17258,5,"beautiful resort stayed resort oct. 6-10 2004 post hurricane jeanne, sign hurricane palm trees beach missing leaves, facilities beach landscaping fabulous excellent shape, really loved resort rooms bigger average beautiful marble bathrooms, pools beach clean beautiful plenty chaise loungers shade su",positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,0.95,0.0,0.0,0.0,0.0,"facilities beach landscaping fabulous excellent shape, really loved resort rooms bigger average beautiful marble bathrooms, pools beach clean beautiful plenty chaise loungers shade sun",,,,
14409,5,"really good reviews say, wife visited venice 8-12 spent nights hotel antiche figure boarding cruise ship, read reviews booking room trust complete stranger staying best decisions, hotel northern portion grand canal adjacent scalzi bridge, n't venice did n't know location meant, short walk bus stop a",positive,positive,not_mentioned,positive,neutral,0.95,0.8,0.0,0.95,0.7,"room nice, nice furniture lit spotless appeared newly renovated not sure just taken care",greeted warm professional approach,,"short walk bus stop airport piazza le roma train station vaporetto stop, means actually bus airport euros/person dropped piazza le roma reasonably walk hotel small suitcase","disclosure cross bridges young no problem making walk, ca n't imagine having lug suitcases hotels canal"
17940,5,great place not stayed ocean sands august year 9-23 having read reviews looking forward holiday having thought write review english perspective ok airport punta cana easily negotiated coming going despite says opening single suitcase doesnt happen just dodge suitcase guys tip cases 10 foot firm no k,neutral,neutral,not_mentioned,neutral,neutral,0.6,0.7,0.0,0.7,0.6,pools huge end holiday going green mould pool guys just cant maintainance blue pool,barman victor blows hot cold problem giving english budweiser baileys quite complained no issues entertainment night like poor version butlins entertainment guys girls stage work hard happy love kid,,ok airport punta cana easily negotiated coming going despite says opening single suitcase doesnt happen just dodge suitcase guys tip cases 10 foot firm no keeps bay check hotel easy cocktail soft drinks kids,just dodge suitcase guys tip cases 10 foot firm no keeps bay
4669,5,"great place bad sound insulation hotel good situated people like walking seeing possible, renovated building nice bar restaurant kinds stores bars restaurants places metro station 5 minutes walk, expect downtown central hotel, not advise women travelling area make feel just little bit uncomfortable ",neutral,not_mentioned,not_mentioned,positive,negative,0.7,0.0,0.0,0.9,0.9,rooms service breakfast ligh standards,,,"metro station 5 minutes walk, expect downtown central hotel",not advise women travelling area make feel just little bit uncomfortable dark bag snatchers
298,5,"come, husband visited seattle time dec. 2006. celebrating 1st anniversary amazing time, edgewater perfect, staff best experienced, hotel runs shuttles town hour day n't want walk just head downstairs hour, did tip driver loved doing great information reservations local restaurant taking shopping jus",not_mentioned,positive,not_mentioned,positive,not_mentioned,0.0,0.95,0.0,0.9,0.0,,"staff best experienced, did tip driver loved doing great information reservations local restaurant taking shopping just called hotel gave info",,"hotel runs shuttles town hour day n't want walk just head downstairs hour, enjoyed walking nearby restaurants enjoyed walk pike market",
